    0.50000000000000E+03    0
      0
  0.00000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.10000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.20000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.30000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.40000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.50000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.60000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.70000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.80000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.90000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  1.00000000000000   2.23494854246295      1   1.11635623710242      4  13, 13
      1
  0.00000000000000   0.00000000000000      0   0.00000000000000      0  15,  0
  0.10000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.20000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.30000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.40000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.50000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.60000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.70000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.80000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.90000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  1.00000000000000   2.23494854246297      1   1.11635623710242      4  13, 13
      2
  0.00000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.10000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.20000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.30000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.40000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.50000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.60000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.70000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.80000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.90000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  1.00000000000000   2.23270347587898      1   3.34346504768706      4  13, 13
      3
  0.00000000000000   0.00000000000000      0   0.00000000000000      0  15,  0
  0.10000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.20000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.30000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.40000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.50000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.60000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.70000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.80000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.90000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  1.00000000000000   2.23270347587903      1   3.34346504768706      4  13, 13
      4
  0.00000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.10000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.20000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.30000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.40000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.50000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.60000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.70000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.80000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.90000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  1.00000000000000   2.23044932214677      1   5.56158890258954      4  13, 13
      5
  0.00000000000000   0.00000000000000      0   0.00000000000000      0  15,  0
  0.10000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.20000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.30000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.40000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.50000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.60000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.70000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.80000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.90000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  1.00000000000000   2.23044932214686      1   5.56158890258954      4  13, 13
      6
  0.00000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.10000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.20000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.30000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.40000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.50000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.60000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.70000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.80000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.90000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  1.00000000000000   2.22818598408984      1   7.77070025578449      4  13, 13
      7
  0.00000000000000   0.00000000000000      0   0.00000000000000      0  15,  0
  0.10000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.20000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.30000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.40000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.50000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.60000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.70000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.80000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.90000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  1.00000000000000   2.22818598408994      1   7.77070025578449      4  13, 13
      8
  0.00000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.10000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.20000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.30000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.40000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.50000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.60000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.70000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.80000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.90000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  1.00000000000000   2.22591336284534      1   9.97077119406551      4  13, 13
      9
  0.00000000000000   0.00000000000000      0   0.00000000000000      0  15,  0
  0.10000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.20000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.30000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.40000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
  0.50000000000000   0.00000000000000      0   0.00000000000000      0   0,  0
